ID       faithfulness    informativeness_step informativeness_chain faithfulness_ww repetition_word repetition_step discourse_representation coherence_step_vs_step perplexity_step perplexity_chain perplexity_step_max grammar_step    grammar_step_max
0        0.6846343595534563 0.694100309163332 0.9059072136878967 0.9302513870643452 0.14326211214065554 0.23717462550848722 0.0012752413749694824 0.9912453731521964 0.015746779345636553 0.02640749648684827 0.004867757697821673 0.9500775039196014 0.9227718710899353
1        0.7388341277837753 0.7221580217592418 0.9035400301218033 0.8887033483811787 0.13274985551834106 0.25343465129844844 0.0011878013610839844 0.9825530759990215 0.0016910251367217549 0.0038393440518843447 0.001153181475755018 0.8646267950534821 0.8041231632232666
2        0.8209531009197235 0.7974419062957168 0.9274428337812424 0.9322457551900349 1.0             1.0             0.054631829261779785 0.9998964712431189 0.005591379962687655 0.005591379962687655 0.005591379962687655 0.9947315454483032 0.9947315454483032
3        0.6927767023444176 0.7243867760731114 0.8864261955022812 0.9161880628930198 0.22746329307556157 0.24689848953858018 0.09333634376525879 0.9865359272807837 0.018539265299175097 0.04191631954329253 0.00486775537669448 0.9469720125198364 0.9227718710899353
4        0.6996053364127874 0.7257397732593946 0.8853895962238312 0.9480941597786214 0.2365176886320114 0.2412605592980981 0.033851683139801025 0.9934534570202231 0.0111936980914768 0.014993427549776712 0.00486775537669448 0.9579436779022217 0.9227718710899353
5        0.9119381308555603 0.8341178736752934 0.9199101477861404 0.9547297108557916 0.1665188431739807 0.22422385960817337 0.07014250755310059 0.9974099267274141 0.011035380676553574 0.017324649554365107 0.0032882129395124674 0.9102963209152222 0.8423837423324585
6        0.9095838963985443 0.846372311313947 0.9212844967842102 0.9353036873224305 0.14194386005401616 0.2159365713596344 0.9931659530848265 0.9931658757850528 0.008627366618480155 0.02228015760295312 0.0014923611567563828 0.9856540262699127 0.9827327728271484
7        0.6317071653902531 0.6182857165113091 0.7985645458102226 0.8558615669608116 0.12593240737915035 0.2374049248173833 0.7919457703828812 0.5735889971256256 0.0027722861360495845 0.0076335215998961535 0.0021845370342875505 0.94034543633461 0.9227717518806458
8        0.7645730748772621 0.7666553768018882 0.9425492435693741 0.9221890003365629 0.12230092287063599 0.18836389482021332 0.972144827246666 0.9385995827615261 0.0037103445702981177 0.008266597953731206 0.0016808560646298508 0.9258068203926086 0.874034583568573
9        1.0000000596046448 0.8598602041602135 0.890159398317337 0.9511078818667016 1.0             1.0             0.0008460283279418945 0.9983448890270665 0.00018703225500999943 0.00018703225500999943 0.00018703225500999943 0.625665545463562 0.625665545463562
10       0.8227577358484268 0.7783762887120247 0.9102078676223755 0.9598399745093451 0.14423698782920835 0.22169537842273712 0.013276517391204834 0.993728666100651 0.01820786320552677 0.041810401197063606 0.0030388283620080107 0.9832784533500671 0.9785601496696472
