ID       faithfulness    informativeness_step informativeness_chain faithfulness_ww repetition_word repetition_step discourse_representation coherence_step_vs_step perplexity_step perplexity_chain perplexity_step_max grammar_step    grammar_step_max
0        0.7399465683847666 0.7289006315792601 0.8909764587879181 0.9323452284499523 0.16043632030487065 0.24000329431146383 0.8170267194509506 0.9857635479420424 0.01948138455296214 0.04835653896881772 0.004867757697821673 0.5456511601805687 0.1685304492712021
1        0.6812911480665207 0.6915866484244664 0.8765339702367783 0.9375549119252425 0.16626711189746857 0.23259185068309307 0.9700258206576109 0.9950461215339601 0.023284447734833087 0.04007481646893285 0.004867757697821673 0.9169315695762634 0.9110910892486572
2        0.7692423462867737 0.7259578015655279 0.9032902419567108 0.9308575468897915 1.0             1.0             0.9987971854861826 0.9995861820643768 0.025812366040808544 0.025812366040808544 0.025812366040808544 0.9236838817596436 0.9236838817596436
3        0.7575467228889465 0.750951570769151 0.9167726337909698 0.9219025194644928 0.05355445962203176 0.10041607916355133 0.45309388637542725 0.9944586111232638 0.017562134107042226 0.052144675326095735 0.004867757697821673 0.9699559807777405 0.9227722883224487
4        0.7423166086276373 0.7510239481925964 0.9242126494646072 0.9246282958809067 0.07344237608569004 0.15540211647748947 0.3729165196418762 0.9958934895694256 0.007892272262173254 0.023371226120923655 0.00486775537669448 0.9476411739985148 0.9227718710899353
5        0.7270016800612211 0.7524576749031742 0.903773620724678 0.9359447450305407 0.14263578653335574 0.22658958286046982 0.9473139978945255 0.9772698748856783 0.005390517804184046 0.013066330092178094 0.0016446545537286096 0.7130089104175568 0.512062132358551
6        0.7475223342577616 0.7208663964023192 0.8706721886992455 0.9478744038691124 0.08616591803729534 0.1558189019560814 0.19710445404052734 0.9771170374006033 0.009369443139917971 0.017364281704601723 0.004872708858469415 0.9259124994277954 0.8041234016418457
7        0.7470782548189163 0.7415588824078441 0.8887897431850433 0.9185430824756622 0.1632756114006042 0.23553814180195332 0.9408054053783417 0.9948501773178577 0.008428812642621955 0.010845795815809543 0.004867757697821673 0.958291232585907 0.9227718710899353
8        0.7186629995703697 0.7043232418596744 0.9162291884422302 0.9333153237258235 0.1423348546028137 0.19245057553052902 0.986661990173161 0.9614994786679745 0.00747343958108595 0.019815130407092738 0.001966013972089263 0.7555034756660461 0.5235300660133362
9        0.6467167139053345 0.6429778724908829 0.8521468490362167 0.9325600149053516 0.14135265350341797 0.22186383418738842 0.9515745155513287 0.9946554210036993 0.011517016431605813 0.01743899450979135 0.004867757697821673 0.7874378263950348 0.6521037817001343
10       0.8350329399108887 0.7731628753244877 0.9287524819374084 0.9221027168785604 1.0             1.0             0.9984816977521405 0.9996840597304981 0.009631117798862492 0.009631117798862492 0.009631117798862492 0.9865307211875916 0.9865307211875916
11       0.7412728853523731 0.7411276217550039 0.9204540848731995 0.9127316428348422 0.1382629752159119 0.2353453543037176 0.9300748482346535 0.9968516617082059 0.007660354570458748 0.010866248377482277 0.00486775537669448 0.9503973722457886 0.9227717518806458
12       0.5169630758464336 0.5059110692702233 0.7332571800798178 0.8275872246613413 1.0             1.0             0.9014440849423409 0.9996057780226693 0.00486775537669448 0.00486775537669448 0.00486775537669448 0.9227720499038696 0.9227720499038696
13       0.6936027134458224 0.7082136484483877 0.9024080485105515 0.9220409434702661 0.06243330240249634 0.16929864138364792 0.028484582901000977 0.984853315167129 0.016872829373237662 0.0364247368064127 0.004872708858469415 0.9289466540018717 0.8041234612464905
14       0.7036459930241108 0.7182364504784345 0.8935166150331497 0.9380200296979059 0.1801144361495972 0.25317442370578647 0.9884710498154163 0.9960122779011726 0.0250129723495109 0.04914626272170964 0.00486775537669448 0.954706221818924 0.9227722883224487
15       0.7039702776819468 0.7422674642875791 0.9189086407423019 0.9287320349227499 0.1456325769424438 0.24015650153160095 0.017746269702911377 0.9955271705985069 0.010079073737977968 0.014084511269965933 0.00486775537669448 0.9576162099838257 0.9227718710899353
16       0.7424501155813535 0.7203883876403173 0.8713527098298073 0.9125599086044296 0.07868616580963139 0.14537355303764343 0.00933152437210083 0.9886658200994134 0.024459753486504532 0.05239303986329467 0.004872708858469415 0.9270271062850952 0.8041236400604248
17       0.739541657269001 0.7467089794576168 0.938883051276207 0.9352650557955106 0.15584820806980137 0.2457002019509673 0.020353972911834717 0.9869504952803254 0.0071901203756807855 0.009110431796578713 0.004867757697821673 0.9395175576210022 0.9227718710899353
18       0.9372252821922302 0.8178642514560903 0.9374522119760513 0.9323219626645852 1.0             1.0             0.9652508124709129 0.9987119691213593 0.030747261790241835 0.030747261790241835 0.030747261790241835 0.9893795847892761 0.9893795847892761
19       0.718567006289959 0.7544894747436046 0.9132617712020874 0.9338796745206035 0.1345491945743561 0.22683612070977688 0.9551613219082355 0.995338402222842 0.015668797667318483 0.022687733568868832 0.004867757697821673 0.8807476758956909 0.8387230634689331
20       0.6421610414981842 0.6671674996614456 0.8507922366261482 0.9209818847385454 0.0600682377815247 0.119404137134552 0.0324862003326416 0.009216547012329102 0.016024631529407994 0.04751969270316311 0.004872704211494341 0.879487007856369 0.7753051519393921
21       0.6578565041224161 0.6614715670545896 0.8821187317371368 0.9256609702302564 0.07581750005483623 0.090552419424057 0.5769771039485931 0.990023828111589 0.02213275897113747 0.04786713193712277 0.004872706534981324 0.9305596947669983 0.8041236400604248
22       0.7599414847791195 0.7679188096274931 0.9153086245059967 0.9374601344977106 0.1543418377637863 0.21859600767493248 0.9749668762087822 0.9958188207820058 0.012123268564531452 0.016765496034268634 0.004867757697821673 0.9578980505466461 0.9227718710899353
23       0.7518294677138329 0.7290054482540914 0.9325295239686966 0.9392004373172919 0.1525545656681061 0.2359916903078556 0.9090850949287415 0.9956923481076956 0.01850316237251023 0.03263630687013534 0.004867757697821673 0.9216667711734772 0.920561671257019
24       0.7459162175655365 0.6981040549774964 0.8364929184317589 0.8986854080916006 1.0             1.0             0.9958458300679922 0.9997866031771991 0.0018786611117071381 0.0018786611117071381 0.0018786611117071381 0.8827865123748779 0.8827865123748779
25       0.8087911009788513 0.7617639402548473 0.9296831339597702 0.950855182857496 1.0             1.0             0.15572136640548706 0.9995887788245454 0.01685799779773228 0.01685799779773228 0.01685799779773228 0.9199774265289307 0.9199774265289307
26       0.9272487759590149 0.8426323488354683 0.9206396043300629 0.9700453930993403 1.0             1.0             0.975743506103754 0.9971750911790878 0.029666893249215967 0.029666893249215967 0.029666893249215967 0.8930994272232056 0.8930994272232056
27       0.8124995529651642 0.7888917922973633 0.9585542231798172 0.9265207886977423 1.0             1.0             0.9949510484002531 0.9991169038694352 0.018259968508782694 0.01825996850878269 0.01825996850878269 0.9622560739517212 0.9622560739517212
28       0.9084275633096695 0.8817967374409947 0.9678219556808472 0.97232680040456 0.057540265952839564 0.11100472509860992 0.010696649551391602 0.0033277273178100586 0.010540764641226287 0.0284087172205703 0.003626633145794064 0.9626316428184509 0.8998478055000305
29       0.683629959821701 0.6211227042367682 0.7908342108130455 0.9171215208601983 1.0             1.0             0.9814948793500662 0.999380903725978 0.03901640877368478 0.03901640877368478 0.03901640877368478 0.9363715648651123 0.9363715648651123
30       0.7549676820635796 0.7492946609854698 0.9340549111366272 0.9406697916133063 0.14274773001670837 0.24065404757857323 0.029793500900268555 0.9791852105408907 0.014563989887200339 0.020400732010136674 0.004867757697821673 0.9576601982116699 0.9227718710899353
31       0.7384712994098663 0.7566245670119922 0.8996041417121887 0.9463839446320946 0.036971503496170066 0.20825936645269394 0.006306886672973633 0.029387056827545166 0.009345532837204842 0.013663901686087434 0.004872713505448921 0.9288275390863419 0.8041239976882935
32       0.6894316039979458 0.6794093719994028 0.8852386772632599 0.9109566519036889 0.137878167629242 0.2353360066190362 0.9232194423675537 0.9949030415154994 0.005384460994524594 0.008029227343156288 0.00486775537669448 0.742700457572937 0.5626291632652283
