ID       faithfulness    informativeness_step informativeness_chain faithfulness_ww repetition_word repetition_step reasoning_alignment external_hallucination redundancy      common_sense_error missing_step    semantic_coverage_step semantic_coverage_chain discourse_representation coherence_step_vs_step perplexity_step perplexity_chain perplexity_step_max grammar_step    grammar_step_max
0        0.7376084240774313 0.7736898840715487 0.9566129744052887 0.9053807565011084 0.08340452173176938 0.13731208443641663 0.7500906313459078 0.8036023238704532 0.5808142200112343 0.8887570706546244 0.6607269793748856 0.8940687688688437 0.9168819636106491 0.992472417652607 0.989202244207263 0.01011669161482983 0.023408086967862774 0.004867776266879071 0.8745228250821432 0.7603278756141663
1        0.7108766942595443 0.7278361443119745 0.9231213182210922 0.906981601893645 0.08284587860107417 0.16604193300008774 0.64817307703197 0.7638839623904122 0.5194034818559885 0.8849305432686096 0.6748349517583847 0.9746503075584769 0.8893873244524002 0.0010179877281188965 0.07854127883911133 0.0021438114459809894 0.005501292906264728 0.0017218474401595244 0.6588695098956426 0.18175818026065826
2        0.8720141053199768 0.8526579067111015 0.915311649441719 0.9383897296983746 1.0             1.0             0.7725500166416168 0.9708896103849209 0.7725500166416168 0.9152120867638409 0.6893569976091385 0.8916412989298502 0.8692769855260849 0.9988538129255176 0.9995212491776329 0.0022714908584064 0.0022714908584064 0.0022714908584064 0.8889561295509338 0.8889561295509338
3        0.7274865917861462 0.7557219881564379 0.843177542090416 0.8905790522694588 0.1174286365509033 0.2507977192872204 0.6131240706890821 0.7795440996305224 0.5395638458430767 0.8644034456164773 0.6137760058045387 0.9236013976236185 0.8790316730737686 0.996802054811269 0.12240457534790039 0.0020248642661481833 0.003823498814758176 0.0014831119242074919 0.8994335532188416 0.8041239976882935
4        0.6421065405011177 0.7353791482746601 0.9007597714662552 0.9043869445741024 0.08073939482371018 0.2252746168524027 0.6923952400684357 0.7652914376157043 0.5731318891048431 0.8652319433305844 0.6623218357563019 0.9345564668377241 0.9133134335279465 0.13910919427871704 0.9536686688661575 0.009192915284081801 0.020089193945930065 0.004872722799421227 0.9284380674362183 0.8041237592697144
5        0.49371260637417436 0.49371260637417436 0.7468563031870872 0.8279226049639773 1.0             1.0             0.5966198742389679 0.7957737274879892 0.5966198742389679 0.9106661932355529 0.5097164735198021 0.6366286698418359 0.7753649745136499 0.9904221948236227 0.9996057780226693 0.004867776266879071 0.004867776266879071 0.004867776266879071 0.9227719902992249 0.9227719902992249
6        0.8237186074256897 0.8588458523154259 0.9271712601184845 0.920544626272243 0.08476079323075036 0.0970616340637207 0.817479540904363 0.9466708550860972 0.7682662904262543 0.9686152477881915 0.8139852583408356 0.9991564154624939 0.9101460874080658 0.9978596554137766 0.982954440638423 0.006206611183178312 0.026475789619621333 0.0035215895606112123 0.9508214990297953 0.8834956884384155
7        0.5246378816664219 0.5168087945785373 0.766260402277112 0.857634969324898 1.0             1.0             0.6555196791887283 0.8362471049749234 0.6555196791887283 0.8453377627736256 0.5712117925286293 0.8132883943617344 0.7935187369585037 0.5393124520778656 0.999502832244616 0.004558294789984244 0.004558294789984244 0.004558294789984244 0.9672653675079346 0.9672653675079346
8        0.7459166330518201 0.8191877594799735 0.8598121553659439 0.9087986466940492 0.09202578067779543 0.2599286986514926 0.6767939738929272 0.7745079126873845 0.5482162162661552 0.9146659789657146 0.7034310400485992 0.9914672754627342 0.8387104868888855 0.9982430575182661 0.9992170741315931 0.0076800882033999495 0.016293948802811802 0.004867776266879071 0.9145331978797913 0.9062950611114502
9        0.48650453705340624 0.47847624751739204 0.7475977377034724 0.8305607760785749 1.0             1.0             0.5232253838330507 0.7551783977501678 0.5232253838330507 0.8171605572023845 0.5192819945514202 0.7860308112576604 0.7603896036744118 0.9982303866418079 0.999711994023528 0.004872720475926488 0.004872720475926489 0.004872720475926489 0.8041231632232666 0.8041231632232666
